0,1,2,3,4,5,6,7,8,9,10,11,12
"S) 시력 양호. flare +, 봉합부는 granulation tissue로 덮힘. 
    각막 중심부 mild edema
IOP 12/12
좌안 안검봉합 발사",A) 상태 매우 양호함. ,"맥시, 플러비, 미드, 5%NaCl, 라큐아 qid
pds 0.5mg/kg, eod","
p) 1주 후 재진.  간수치 확인",,,,,,,,,
"S) OD) 각막 ventral region의 넓은 stromal ulcer. hypopyon 크기는 변화 없음. 
IOP 10/10","A) blinking이 원활하지 않고 hypopyon의 개선속도가 느려 각막이 매우 취약해진 상태에서 스테로이드가 점안되고 있어서 궤양이 더 확산된것으로 생각됨. 
- 포도막염은 개선되기 어려울 것으로 판단되고 합병증(홍채유착, 녹내장 등) 가능성 설명드림. ","Rx) 크라 6, 혈청 6, 미드 4, 인공눈물(보호자 사용제품) 6
 ",,,,,,,,,,
" FDT -
혈관화 및 혼탁 미약.","A) 맥시트롤 첫주 bid->2주차 sid.
    2주 후 재진. ",,,,,,,,,,,
"S) OD) 안구는 다소 작아졌고 천공부가 크지 않아서 찾을 수 없으나 궤양부의 제일 밑부분에 출혈소견 있어 6시 방향이라 의심됨. 
- 염색부위는 지난번과 거의 비슷함. 
- anterior synechia
- 각막 중심부의 stroma는 부어있어 blinking 시 다소 안감길 때가 있음. ",OS) 점점 각막은 촉촉해보이고 충혈 개선중. ,IOP 9/12,"A) OD) corneal perforation, corneal ulcer. 
ulcer 부위 전반적으로 많이 얇아진 상태이므로 또 어디든 천공될 가능성 높음. 감염 우려가 있어 1주간 항생처치 하기로 함. ","Rx) OD) 크라6, 미드 4, 혈청 6, 플러비 4, 인공눈물 6
      OS) 옵티뮨, 인공눈물, 리포직 ",내과),"S)
- 한방약으로 신장 관리 중이었습니다
- 치료비용이 부담되어 양약으로 바꾸고 싶습니다
- 상부 호흡기 폐색 의심되는 호흡 계속하고 있습니다
 : Cor pulmonale 걱정됩니다","O)
- BP: 190 mmHg","Rx_혈압약)
Ramipril 0.125 mg/kg BID
Amlodipine 0.1 mg/kg SID (오전)","Rx_항생제)
Cephalexine 22 mg/kg BID
Famotidine 0.5 mg/kg BID",- 빈 캡슐 200 mg짜리 챙겨드림,,
S) OD) corneal opacity가 지난번보다 개선되어 전안방 및 홍채가 더 뚜렷하게 보임. ,STT 24/23,A) OD) 각막염 개선중. ,"P) 맥시 tid, -> bid로 줄이고 2주 후 재진. 
허피스 관련 증상보이면 중단하고 전화줄것.
",,,,,,,,,
"S) OD) No hyperemia, 각막은 더 투명해보임. 
           flare +",A) OD) mild uveitis,"브로낙 bid, 트루솝 bid, 인공눈물 bid","p) 2주 후 재진. 
",,,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+, VP +,+ 
OD) 각막중심부 iris prolapse(red dot), 그 주변으로 corneal edema, vascularization.
-10시 방향 anterior synechia. 유착부를 제외한 나머지 홍채는 PLR 양호. 
-내/외측 각막에 pigmentation
-No flare
FDT -","OS) dry eye, prulent discharge. 
- 각막중심부 결막플랩 scar. vascularization. 
- 4시 방향 각막 facet
- 10시방향 anterior synechia. 나머지 홍채 부위 양호. ","STT 19/13
IOP 12/12","A) 
각막상피화와 포도막염 관리가 잘 되어 현재 keratitis만 정리해주면 될것으로 보임. 
OS) KCS 의심. - 눈물량 다소 부족한 것에 비해 증상이 심해보임. 현재 관리상의 문제일 수 있으니 다음주 다시 눈물량 체크하여 KCS여부 판단하기로 함. 
OU) euryblepharon","CE) 양안 모두 광안검이므로 외부에 자극에 쉽게 노출될 수 있음. 현재 양안 모두 각막천공이었음에도 불구하고 치료가 잘 되어, 우안은 각막을 투명화시키는 치료 진행예정이고 좌안은 KCS 여부 확인하기로 함. ","
Rx)
맥시트롤 3,0(우,좌)
라큐아 3,3 ",P) 1주 후 재진. ,,,,,,
"S) OS) 전낭 안으로 fibrin 형성되어 거미줄처럼 보임. 
IOP 14/11",A) fibrin형성되어 pds 다시 0.5로 증량하고 맥시트롤 6회로 증량. ,"P) 1주 후 재진. 
",,,,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+
OD) moderate hyperemia, 상부 limbus의 deep vessels, corneal edema
       No flare. 
OS) 상안검의 distichia 2개, ectopic cilia될만한 병변 1개.
      6시방향 lens opacity","IOP 13/11
STT 19/11
FDT -
fundus: normal ","A) 두가지 가능성
1. intermmitent glaucoma: 간헐적인 충혈, 눈곱, 각막부종 등이 생겼다가 사라짐을 반복.
                                          확진을 위해 입원처치 필요함.
2. immune-mediated keratitis: pannus와 비슷한 양상으로 보임. 
                                             옵티뮨에 대한 반응보며 증상개선여부 판단.","P) 옵티뮨 처방하여 지켜보기로함.
    1주 후 재진. 
맥시 3
라큐아 3
옵티뮨 1",,,,,,,,,
"S) menace -,+, dazzle -,+, PLR -+, +-(di/indi)
OD) hyphema, mydriasis
OS) iris atrophy, nuclear sclerosis, 10시 방향에 lens opacity, 
       7-10시 방향의 aphakic crescent, 그 방향의 vitreal prolapse
STT 19/16
IOP 4/9
fundus: normal
Sono: OD) posterior lens luxation
                 retinal detachment","A) OD) posterior lens luxation, hyphema, retinal detachment
    OS) lens subluxation, vitreal prolapse, incipient cataract","PLR이 아직 있어서 망막은 최근에 떨어진 것으로 보임. (보호자에겐 알 수 없다고 함)
포도막염치료 당분간 필요함
좌안은 수정체 전방탈구 될 가능성 언급하고 위급상황 되면 내원할 것. ","맥시트롤 6회
오큐펜 4회
트리암시놀론 결막하주사","P) 1주 후 재진
",,,,,,,,
"S) OD) purulent discharge, moderate hyperemia
           각막 상부쪽으로 혈관화 진행됨. 
           렌즈 중심부 opacity
    OS) 렌즈에 방사형으로 multifocal opacity가 군데군데 있음. ","STT 14/14
IOP 15/16
fundus: normal","A) OD) episcleritis 의심. 
    OU) incipient cataract","CE) 옵티뮨은 한 달 정도 사용해야 할 것이고 맥시트롤3,  라큐아 3 추가 처방. ",,"
",,,,,,,
S) OD) 궤양부는 지난주보다 1/3가량 작아짐. ,"A) OD) 컨택트렌즈 적용 - free
 식욕이 더 떨어지고 물도 많이 안먹어 신장수치는 더 올랐을거라 생각하고 있으나 비용문제가 커서 검사없이 항생제 1주 더 처방원하심. ",P) 1주 후 재진. ,"Rx_혈압약)
Ramipril 0.125 mg/kg BID
Amlodipine 0.1 mg/kg SID (오전)","Rx_항생제)
Cephalexine 22 mg/kg BID
Famotidine 0.5 mg/kg BID","- 빈 캡슐 200 mg짜리 챙겨드림
",,,,,,,
"- PU/PD : 하루 2L정도 마심. 원래 많이 먹었지만 6월경 미용 후 귀, 피부, 눈 다같이 안좋아질 무렵부터 음수량이 2배 정도 늘은 것 같음. 
-최근 6개월 사이 체중증가.
- 등쪽 피부를 여전히 가려워함. ","
S) OU) mild periocular swelling, erythema, purulent discharge(지난주와 거의 비슷)
           mild hyperemia
    OD) episcleral injection은 감소한 양상 ","- Skin: 등쪽의 multifocal crust
- ear: 양쪽 이도 내 소량의 yellow wax, 우측귀 발적. 양쪽 모두 부종은 없음. ","O) 
STT 15/19 (지난 주보다 좌안 증가)
IOP 12/11
혈액검사: NRF
흉부방사선: 우심비대(청진상 murmur는 없음)","A) OU) blepharitis, OD) episcleritis","-  부신피질기능항진증 의심되어 초음파, 호르몬검사 추천드렸고 부모님과 상의해서 예약(내과)잡기로 하심. (2가지 검사 30만원 정도, 세시간 가량 소요)
- 현재 안검염에 준해 steroid내복약이 필요하지만 처방하지 않음. 
  (cepha 30, clemastine 0.1, famo 0.5, bid for 7days)
- 맥시트롤 다 쓰면 오큐메토론 tid로 교체하기로 함. ","
",,,,,,
"IOP 14
flare +
충혈없음. ",A) 지난번과 비슷하게 유지. 각막까지 고려해서 스테로이드를 사용하는 것보다는 브로낙 bid로 유지하는 것이 좋은것으로 판단. ,트루솝 떨어지면 내원할것. 트루솝 중단여부 결정하기로 함. ,,,,,,,,,,
"              
S) menace (우, 좌) +,-, dazzle +,-, PLR direct +,+(weak), indirect +,-, Visual placing +,-
OD) 수정체 중심부에 iris rests 외 NRF
OS) microphthalmia,  moderate hyperemia, 
      각막중심부의 corneal opacity
      (puppy시 일시적으로 있는 각막혼탁이 그대로 남아있는 것으로 보임)
      lens opacity, RI(retroillumination) +, anterior capsule crenation
      PPM(persistent pupillary membranes): 9,10,11시 방향 
      flare ++ & cells +","O) 
STT 21/19
IOP 18/8
Fundus: OD) normal
              OS) 확인불가
U/S : 
-좌안 수장체 nuclues주변과anterior capsule 주변으로 고에코성 물질. capsule의비후가 확인됨
-좌안 초자체에 고에코성 물질 경등도 양 확인됨
-좌안 망막 주변으로 특이소견 없음
-우안에 특이소견 없음","*좌안 백내장
*초자체에 염증/출혈/ 변성 가능성","A) OS) microphthalmia
           congenital cataract(with PPM) - hypermature cataract
           LIU 
           망막이상","CE) 선천성백내장이 과성숙백내장으로 진행되어 LIU가 있는 상태. 좌안의 dazzle 및 PLR이 약한 것으로보아 분명 망막에도 선천적인 문제가 있을 것으로 사료되어 수술불가. 
앞으로 2-3주간 포도막염 치료해보고 수술을 하지 않는한 완전히 나을 수는 없을테니 안약으로 유지하다가 녹내장 등 이상반응이 생기면 수술, 이상반응 없이 유지되면 지속적으로 안로(phthisis bulbi)로 진행될 것으로 설명드림. ","Tx)
amox 25mg/kg
pds 0.5mg/kg
miso 5ug/kg
UDCA 5mg/kg
bid for 10days","OS) 맥시트롤, 미드리아실, 라큐아 qid",,,,,,
"S) OU) OD mild/OS moderate hyperemia, 
           mucous  discharge
STT 20/20
IOP 10/8
3안검 외측면의 follicles 다수 발견. - 점안마취 후 터뜨림. 
양안 결막하주사: dexa + 세파졸린",A) OU) follicular conjunctivitis ,"맥시트롤 tid
pds 0.5, amox 25, miso 5, UDCA 5 bid for 10days","CE) 환경적인 요인이 지속적으로 눈을 자극하는 것일 수 있음. 
일단 스프레이나 미스트 사용하지 말아볼것.",,,,,,,,,
"S) menace -,+, dazzle-,+,  PLR +,+, VP -,+, maze test: 암실에서도 잘 찾아감. 
OD) mature cataract, No flare, 수정체 중심부의 iris rests
OS) 12-1시 방향의 pigmentation, granulation tissue, corneal opacity
       상안검 외안각 1/3지점의 meibomian gland hyperplasia (like mass).
       moderate hyperemia
       incipient cataract(9,10, 4시 방향)","STT 21/19
IOP 11/11
U/S: 우안 백내장 및 초자체 변성(mild)","A) OU) 노령성 핵경화 
     OD) mature cataract, blindness
  dazzle이 약해 망막이상 의심되나 PLR 양호하고 과하게 흥분상태여서 정확한 판단 어려움. ERG 추천드림. 노령견이라 마취위험 있음.","    OS) chronic keratitis, incipient cataract
         시력 양호. ","Tx)좌안)  맥시트롤, 라큐아  tid","P) 다음 주 재진시 ERG 여부 결정하기.
    좌안 개선없으면 옵티뮨으로 교체 예정. 
    좌안 망막검사 하기",,,,,,,
"S) OS) fibrin 매우 소량 남은 상태. No flare.
안저상태 양호","2. 플러비
3. 맥시트롤
4. 라큐아 
모두 좌안 tid
",,,,,,,,,,,
"S) menace +,+, dazzle +,+, PLR +,+(흥분, 긴장상태여서인지 weak)
OU) mild hyperemia,  mucous discharge
       nuclear sclerosis
       양쪽 외안각/내안각의 첩모가 눈을 자극하고 있음. 
STT 19/22
IOP 12/13
안저: 정상","A) OU) 내/외안각 첩모
            노령성 핵경화","CE) 평소 나타나는 충혈은 그 정도가 미약하고 자연스럽게 사라지곤 하므로 그 때마다 치료가 필요해 보이진 않음. 첩모가 자극중이고 시츄라는 종특이성(각막의 신경다발 부족)으로 인해 외부로부터 받는 자극에 쉽게 영향받을 수 있다는 것 설명드림.
자연스럽게 해결되지 않으면 병원치료 필요함.",P) 현재 눈곱과 충혈은 소염제를 사용하고 개선되면 중단할 것. ,OU) 맥시트롤 tid,,,,,,,,
"S) OS) 눈이 더 튀어나와 보임. 안와 mass도 더 커진 양상. 시력 양호.
IOP 18/10
점안마취 후 bridge제거.","A) OS) 플랩 많이 얇아졌고 아랫쪽부터 투명화 진행중. 
    안압도 서서히 오르고 있음. 양호.","CE) 맥시트롤 3-4회. 각막투명화를 위해 장기간 점안 언급.
    인공눈물 및 리포직 수시점안. ",P) 오늘 검사하려 했지만 스텝들이 없어 조만간 영상검사 및 FNA 혹은 CT 찍기로 함. 보호자님께서 다음주쯤 전화주시기로 함. ,,,,,,,,,
"S) 흉곽에서 우심의 thrill느껴짐. 복부팽만 심함.
 menace -,-, dazzle -,-, PLR -,-/-,-, maze test:- --> blindness
OU) mydriasis, nuclear sclerosis, incipient cataract(cortical)
OS) 11-12시 방향의 equator에 렌즈 혼탁","O)
STT 24/22
IOP 15/15
fundus: optic disc 주변 edema. 반사판에 검은색의 multifocal pigmentation.
            군데군데 hyperreflectivity 관찰됨. 
U/S : 초자체 변성이외 NRF
혈압: 170","A) OU) post-inflammatory retinopathy, 핵경화
    OS) incipient cataract",CE) 시력상실에 대해 확진을 내리기 위해서는 ERG가 필요하나 현재 심부전때문에 그럴 상황 아님. 망막의 염증소견이 있던 소견이 있으므로 retinitis에 준해 치료해보고 호전없거나 전신컨디션이 좋아지면 추후 ERG 고려해보기로 함. 약 먹으며 이상증상 있으면 언제든 내과로 내원할 것. ,"Rx) 보호자 요청으로 투약 2주치 처방.
OU) 옵타란, 플러비 qid
cepha 30, miso 5, UDCA 10, lefotil 1/3/T, sylimarin 5, bid for 14days
pds 1  bid for 3days
       0.5 bid for 7days
       0.5 sid for 3days",,,,,,,,
S) 포러스 넣을 때 억제되었던 힐링반응이 살아남. 혈관화 진행되고 각막 상피화 좀더 진행되어 홍채유착부위가 좀더 탄탄해짐.,IOP 2/10,A) 쿠싱은 아니지만 안약으로 호전되어가고 있으므로 내복약은 일단 보류하고 소염제와 항생제로 버텨보기로 함. ,"브로낙 bid
크라 tid
리프레쉬 tid","P) 2주 후 재진
",,,,,,,,
"
S) OU) mucous discharge, mucous thread. 
           medial canthal trichiasis(심하지 않음.)
    OS) mild hyperemia(우안에 비해 충혈 동반) 
STT 15/18
IOP 17/15
lissamin green: -",A) 현재 눈곱의 원인이 뚜렷하게 나타나는 것은 아님. 오늘도 안약은 넣고 오셨고 평소 관리를 과하게 해오셨으므로 1주간 인공눈물 넣지말고 증상이 뚜렷하게 나타나면 다시 평가해보기로 함. ,P) 1주 후 재진. ,,,,,,,,,,
"Rx)
- Furosemide 1 mg/kg
- Spironolactone 2 mg/kg
- Enalapril 0.5 mg/kg
- Pimobendan 0.25 mg/kg
- Sildenafil 2 mg/kg
(PO x bid for 14 days)",,,,,,,,,,,,
"S) OD) mild periocular swelling, 눈물이 그렁그렁. 
           안검결막 meibomian gland 부위의 충혈 및 여러개의 follicle 발견.
   OU) 렌즈 중심부에 매우 작은 nuclear cataract
IOP 22/23
STT 21/18","A) OD) Chlamydophila conjunctivitis 의심.
    OU) incipient cataract (incipient)","Rx) doxy 10mg/kg, sid, PO
      라큐아 tid-qid",P) 1주 후 재진,"
",,,,,,,,
"S) OS) moderate hyperemia, cells +
          각막 중심부에 미약한 lipidosis 생기는 중. ",IOP 12/9,"A) 지난주 내복약과 안약을 줄이며 포도막염 미약하게 생긴것으로 보임.  
간수치가 아직 높으므로 먹는약 처방은 일단 보류하고,
맥시트롤(3번) bid, 플러비 6회(2번), 라큐아4회(4번) 점안 후 1주 후 재진. ",,,,,,,,,,
"S) menace -,+, dazzle -,+, PLR +,+, maze test : + 
OD) hypermature cataract, 각막 중심부 국소적인 corneal edema, pigmentation, 8시 방향의 혈관화. No flare. microphthalmia(어릴때부터 우안 소안구증)
OS) incipient cataract(20% 정도).
OU) 점액성 눈곱. ","O) 
STT 8/18
IOP 3/15
fundus: 망막의 과반사 부위가 국소적으로 관찰됨.(비반사판과 경계부위?)","A) OD) hypermature, phthisis bulbi(안압 3)
    OS) incipient cataract, PRA 의심(?)","Rx) 우안 프라노푸린 bid
      양안 라큐아 tid","P) 눈 상태 양호하면 안약만 계속 넣으시다가 3개워 후 정기검진.
    ERG 검사 원하시면 조만간 예약하시라고 함. ",,,,,,,,
"S) OD) corneal opacity(scar), 각막 중심부에  mineral deposit있고 그 부위에 염색됨.
           각막 내측에 pigmentation
           3일 전 있던 궤양부는 염색안됨. 
           flare +/-, cells +
           No hyperemia
     OS) corneal opacity, 11시 방향으로 vascularization
     OU) 핵경화 및 백내장 관찰되나 정밀검사 및 시력검사는 안함. ","O)
IOP 8/10
STT 20/15","A) OD) corneal superficial ulcer, lipid keratopathy
    망막 및 백내장 검사는 다음에 하기로 함. ","Rx) 
오플 3, 솔코린 3","P) 궤양 치유양상보고 치료방향 정하기로 함.
1주 후 재진
",,,,,,,,
"S)  혈관화 진행됨. 
FDT -
IOP 8/9",A) 상피화는 거의 다 되었고 각막이 혈관화로 인해 두터워지고 있음. 당분간 혈관화는 정상적으로 더 진행될 것임. 그래도 아직 불안한 상태이므로 렌즈 착용해보기로함. (분실위험 있음. 넥칼라 착용할 것),"P) 다음 재진 시 혈검해서 관절약 먹일 수 있는지 확인해보기로 함. 
    관절 사료 추천. ","크라 2
인공눈물 prn",,,,,,,,,
